zyNUr4LWfoc	10692900	10829458	11429492
73z14uurwO8	348359	354157	369985
nOL7AAlBNWE	153122	158754	176677
1bLg0XAmkT0	45786	46689	48967
HcYkm5HMO-Y	121723	126252	135575
OJiBxSe4pfU	17657	18469	20453
-d8rwuG4l3Q	216498	224401	244171
7cK1a9C7nlg	4605551	4923592	6215518
irmjkT-cu9I	2700168	2830141	3148891
_A6QcoZwRpI	450325	461352	487565
a_0PSZ2S_yw	3581123	3619942	3783481
acMC7bTVcY8	3498898	3912171	4876184
QO7e_RiMVQg	11845553	11897193	12130393
FcmUNlgld74	11556546	11689985	12204305
3Nv99SKbpKU	409302	415453	430145
NFGKkYjjsyI	2487454	2491295	2504668
z2JmKR_STSw	10442081	10450237	10475080
tzfRQrrAliU	293192	295107	299452
DDY6KjQCMoQ	10243159	11039644	14910813
Im9bpJY_NRs	351802	360685	384886
jVn_rRlP29w	223525	230348	244137
V7lHNwP3pes	1571263	1627126	1797412
mc8s_H028VI	2020702	2074273	2221581
zLUV7_cvGWs	1681037	1682757	1688447
oI_X2cMHNe0	4133837	4199819	4443223
4TcXhZZM9ss	1060457	1101236	1212361
aTTRT41kKRk	522097	581103	695744
TkTaadb9GmM	16365488	16439151	16729140
S0NjsRuxguQ	2230136	2247699	2299672
eV_Ki30MDDA	8627826	8713709	9246182
lf5xz9OcB4I	64878	65105	65488
V231U4jWvDY	85192	91919	114831
DmKpePzn5-c	19407980	19476026	19766995
9KTbxKz8VXI	1118561	1200496	1490585
Pym_mBhBin4	1553669	1567087	1603749
Hpv4f6NuAqw	558349	565457	584358
0ob5Cxk_R-I	1190648	1238173	1350902
JfA5jerg6Jo	490691	498121	528107
m_jpfxJz04I	2672101	2733157	2893857
kA81LzzdDGw	2576643	3367902	4259346
xNZLnGcSZm0	323636	327735	342593
P6Ps7MYB2bI	823091	862733	990936
_dpIwwI86ss	1899314	1908316	1933802
V4jE96BAOtE	94736	97449	107503
nY3Pqhs_Jbs	2863496	2926436	3107839
EsSsgFzMVwI	321614	322646	325029
q0qPsBvRRL8	1090314	1112267	1190322
N9Bkt5LYtDs	715258	722145	743351
ITQ6spSMC38	2039723	2040217	2040474
mmuMv4d6ZQE	1775909	1844000	2065404
tgB1wUcmbbw	36651488	36723595	37082413
IsFpeXZTWao	263352	278927	336453
NmX1N2p_UUI	136164	141173	155203
U18_SflSX2o	779791	783050	789778
vWQLeWxqVoM	1578870	1588161	1624876
F0fMoqY9qI0	11347879	11402408	11512599
Jrlrf7SO2e4	645110	652027	669593
ofzAHuarLQQ	371005	374533	386262
v74W5Httipk	247129	252757	270322
9wOdmZepV0E	672096	1137673	1886297
XGQIQVsgAQw	487108	492861	507349
uGzDKU7gxho	2328062	2433533	2446565
8G01PAw2SdY	68322	72600	80339
GkvuazSkBoI	1749228	1788430	1888027
r4L9EzvQmfw	652066	656426	670781
jeVqPpWlPxg	5281368	5871921	6883185
pqnSZjwlYKY	1150171	1187384	1357098
