_LzE_yWxdqo	548	551	551	554
SFQzjHRutGk	3575	4192	4245	4233
ZgmQBtQSyB8	787	803	793	799
uC7A1jtbC6k	697	721	762	778
bf3R9J-Uv7g	0	0	0	0
Im-hm_i_1qc	9618	9956	10116	10236
66DH_mrLpIs	173	181	229	253
gSva10cuutQ	16635	16793	17226	17479
jjY3LDm7AQw	7561	7758	7672	7907
6vvQ40PcO3g	457	462	477	480
W53teWfNYaw	386	389	392	394
acMC7bTVcY8	20825	21630	22255	22597
QFwhndKTp00	687	696	710	722
cI3wnPlMZM4	8037	8967	10107	10550
Mc0OOzZysWg	1266	1296	1345	1356
JQ5ms_kurOo	1398	1404	1411	1411
1PUWh-mKR24	2421	2453	2462	2471
sVE18ZdFtPM	13	14	16	16
ZkzNAhppysE	804	847	963	1060
iur_YCiB8oQ	3484	3515	3561	3640
_HYse_HYnuk	385	429	578	645
rykvx_7A9ng	1524	1541	1569	1586
At7t-CQxHhk	693	700	702	738
ailM6Ng_IZQ	1570	1665	1764	1842
kdQDQt0O4Kg	None	None	None	None
XDuOgDPzEkg	315	321	327	328
Ry49WApue_I	316	319	318	319
9jM0OVr-3Pc	8302	9285	9787	9835
i9bhlUVpdwo	0	0	0	0
na_nh-X9Dpk	1226	1232	1233	1244
M9cNOGa4ifs	1067	1073	1089	1099
U1Ongg-yIJA	1039	1056	1106	1109
o3iK8dddwk0	878	879	886	887
KqdhVsJFTjc	248	250	255	258
TJUc383m6vU	9	6	7	8
8FNoU6SSH4U	441	442	447	452
gBnxOrkUdjo	900	915	992	1081
2U5Chbmezyc	539	574	569	574
-GdsTMYlJFw	1818	1827	1847	1868
4UYvpqdjGp0	186	186	186	185
67ckhsQBfFI	344	351	359	367
VXekXerk2Dw	579	599	647	670
A46niA2hTMg	1662	1682	1683	1695
B9jHebXX42w	532	531	526	526
dNeeOxNsEFU	520	528	532	536
WU90IkOrOp4	321	329	345	350
ksob67eYYec	763	790	822	839
bgtH19Pbxbg	614	613	615	616
-QQVnKd4Bjo	2255	2286	2330	2349
FdeiAC2v63g	305	315	321	324
0FhYJVb6nkU	1393	1441	1602	1802
Csk6vJSLIJM	1896	1916	1974	1982
Rs_Xy1oM_p8	0	0	0	0
mFwblHSOxpk	366	369	377	379
5KmSplj5Hk4	785	785	786	785
inhOyCcKGAE	27	28	35	38
kVRg9Jy0vfc	8424	8516	8585	8596
tKavNsvJpV4	1070	1078	1122	1142
26hQZL-H0SQ	35	35	38	40
WPh9FJYOtfk	200	202	216	214
9wOdmZepV0E	846	1362	2019	2417
y6LUximnJss	1206	1221	1246	1284
jeVqPpWlPxg	63146	65805	69493	71167
PvjZMbrap3c	1308	1352	1393	1418
Da5TZFthUTs	4419	4467	4542	4645
EWHfajOgtOo	1426	1443	1483	1500
aM1q_PNndiA	332	339	340	341
Eb8t_xXhncA	458	471	498	510
X6XIbnVr9i4	1669	1694	1751	1783
4wKKmFq8DOg	442	445	449	451
n4QcpdBolCs	1335	1340	1365	1384
SVp_EA3-HfI	510	528	580	619
Nos6Lu6CL0s	250	253	259	261
JpmMthY5JlQ	4289	4401	4544	4642
PUpJDOrVtj8	145	146	147	151
BFUoULVtk7Y	70	73	83	86
j8eiLQJv-YU	266	266	268	271
erChLfxbQgw	484	538	685	810
e1m_aAczllM	461	463	474	476
4vbDFu0PUew	58735	59709	62672	64867
_HsA1vrxeqA	376	381	382	387
-eTEvY5uiuM	108	109	120	122
zNOdKDPCh5w	1825	1845	1912
9Zn9nfraQMU	385	389	409	429
iMvW-WrFG-Y	466	507	531	565
8ShFZG2Zohs	492	497	509	512
8MxJTQ-Gnn4	4560	4673	4751	4836
yAdSvhMBsVQ	239	239	241	242
kJQ3FkvUB20	5292	5301	5322	5341
I5LExpnsCjc	207	207	212	213
pHUByOKI-QE	195	201	208	221
fbamORwTcsE	195	198	204	213
X1q2OmxPwRo	2318	2362	2427	2467
yhATJh9niXk	6029	6125	6162	6137
ls1wj-9t3yI	494	496	503	505
1NgNnFB972I	544	564	572	569
pbF56dJON1Y	450	463	465	466
YTPtjdMfS0s	79	104	151	153
rPL7GegZlkg	571	579	592	604
Io4xKjrCYJo	470	502	519	519
4342HWdzR3g	3309	3415	3659
t-QZQgd0Nrw	3414	3518	3594	3696
vrO5lcqYWR0	1483	1495	1520	1522
1H1IFrQCobE	1258	1269	1332	1382
livsK9vZN0E	432	527	670	744
maH0vkslRtg	420	430	446	461
GGY2mPQwN7c	3000	3036	3110	3155
3we3XHfPjPw	540	566	613	621
x_cj8fqIYac	648	654	665	667
b15fhq2zNBc	4739	4787	4773	4818
67iSSkBHfyE	348	429	547	601
2MC-RVm6rFA	187	188	193	195
N7Yu_yQldf8	6151	6172	6189	6201
ve4ilhDFg3I	1073	1087	1119	1123
gaNcvwODgR8	1746	1787	1860	1918
7Eu8mhJo6W0	29242	29351	29600	29765
Lp7Ged_pfGs	647	653	659	662
DPfNnCffDZQ	347	372	445	460
ADfTOYQnR00	79	79	79	79
cUTVWWTejew	1084	1169	1284	1340
i8wLcY6G3iQ	1129	1135	1138	1144
XDPpnkl55SM	7576	7612	7674	7841
3mCn_KNpnr0	420	433	445	447
I7TJGQCh3Vw	404	423	429	439
O--o-O-ABBw	18098	22121	31880	37744
xgw_dbCcG5o	26	26	26	26
6f_xFv6sIDg	30	29	31	38
vAaEdTUuzkk	30	33	54	62
xNgxUVpV1hA	1454	1524	1793	1926
raM2sdctBCE	1073	1077	1076	1083
lyJqXb8Nj-I	1830	1883	2015	2081
0QYjJqWEjn0	437	458	509	538
wLrfncux-38	1551	1560	1601	1613
-JYzmBpRv8E	2374	2405	2424	2425
6OIqtDMskws	1448	1462	1477	1485
Fui072g4-j0	1740	1759	1791	1806
WD6tU_77boA	1501	1513	1529	1542
o8rA27bak-M	1805	1846	1947	1987
7_lfeH-x2HI	57	57	60	61
Yu-ak_4Bc2M	855	868	878	886
N48cZsBdg3c	4848	4862	4899	4922
EAqoFVhdXYw	931	938	946	953
HER47Aqokxk	259	282	288	286
R7cMad3O4DQ	752	780	815	842
R0Aqbg6MIvg	454	455	466	473
9ykUqMbuEng	0	0	0	0
hDjx-oIN3fI	676	680	686	688
XOHdPU8iS2Y	358	359	359	357
8dJyRm2jJ-U	337376	340430	352223	356731
t5xFROV1pIY	20	20	20	20
fpItR3nqX4w	0	0	0	0
LUoGxqax9YA	2928	2938	2964	3007
VkG7RwQI9NY	4984	5053	5155	5224
TOSXnoYhmMk	1275	1281	1324	1348
gJP89tLkvMA	347	357	377	390
iYai9I8Xx_E	114	117	177	304
816IxwWI3Ng	5656	5740	5924	6017
IpwRWpu2Hck	769	780	795	805
iW7KhgcSDLM	40	44	56	59
KIytWm9CUrc	955	961	986	1019
wvEask0r-A0	3888	3919	4010	4029
80EkzMm2GJM	619	664	752	755
IyH80ST58xg	1686	1719	1737
Xl9u1XTGkis	2707	2769	2999	3132
EsfJ8VgBZDM	386	446	475	499
heayztGp9tk	483	487	509	518
c6y0bXTSCk0	2087	2098	2122	2139
2c5YSWQwyi0	2634	2645	2657	2661
3Yh_6_zItPU	16424	17128	18023	18331
tXPcw5c29GE	508	519	535	556
uu_qYGpzUiQ	784	787	797	793
yguk_8xkFs4	431	447	458	464
xUjoIOCKbs0	269	269	269	269
R7epdPOyuRE	1078	1088	1102	1117
o8xCKvIKSpA	780	785	808	812
o5BG9pTNuSI	3025	3050	3102	3133
VmhCp-QWEuQ	552	561	580	594
ONj9cvHCado	None	None	None	None
XZoPjxrR4Vo	4202	4234	4306	4342
MOUqe-vSGgs	424	424	424	424
DveBRimGna0	259	281	308	311
w2oj1g5WRDg	427	432	444	446
-E-FqT--qsY	911	940	991	1010
osa7x8qUVec	25239	25241	25232	25234
ZLrRp2V6aKs	400	401	413	415
kG0qn6PhfK4	693	754	802	823
suC_jeWeSCg	186	191	196	203
VHh5enuacoU	1185	1203	1226	1241
l-jGZ-VaMq4	14	14	14	14
FfUmdamEros	3007	3260	4334	6587
hv7K5vZzZOo	7417	7354	7613	7770
o4FqMnGmg4o	5692	5745	5847	5892
8Ewc-XAtmY0	391	424	461	484
jdVdtABqEtg	1901	1950	2030	2080
q8hh9YMZ1cE	1443	1447	1460	1465
0veXiyzaJr4	833	844	849	851
FTVlAFi9JjY	1231	1236	1256	1271
GEpMI9sBEM8	3634	3910	4026	4041
6N22wYwItDs	1624	1785	1971	2038
6IEW4co4MIE	539	581	800	902
