zyNUr4LWfoc	10692900	10830646	11431005
OrJ4rPSlrlI	1153743	1218688	1497717
bh4pXQZjs_4	172889	178131	189378
hD1YtmKXNb4	46356226	46637602	48196254
f-eK1cgzGF8	61971	64534	74786
zIJEOEZdLzE	2869784	2950512	3230190
1zHVe3NIZpw	25961	26180	26832
J7D3r5Q2paY	112020	115341	124203
7cK1a9C7nlg	4605551	4927998	6218630
n49er3bE7ww	49426	50029	51052
epuGc-ptWmc	178950	179891	182183
9Q71C4IsbZE	694972	706327	742752
a_0PSZ2S_yw	3581379	3619942	3783481
S_nyiXUMzdc	5587532	5681884	5964042
bIGDhqY6KpE	1011714	1027207	1086046
9qRxNYuR2c4	1988347	2256597	3402010
QO7e_RiMVQg	11845553	11897918	12130422
bmjWoPZE_R0	13297	16351	20399
VIB-S8p16wM	400979	401827	404027
FcmUNlgld74	11556546	11689985	12204305
QQSHT3faRdk	56785	57019	57573
1D3GO4ovibY	50467	51579	53579
jcGrTvgarD0	444393	453303	483878
hJMmweWlDL0	2770959	2781068	2853185
OpOvMwkGL18	2166173	3277431	5793830
DDY6KjQCMoQ	10243159	11040810	14910813
oI_X2cMHNe0	4134237	4199819	4443223
mkAxVJKdFis	30371	32261	38975
pG_as7YjJQs	203396	205006	208181
eV_Ki30MDDA	8627826	8715064	9248023
wah9KtOUWRk	195214	196982	201408
_fpxCuorKjA	3213351	3399955	4147708
vg7ZVaBkpWU	46573	47218	49013
TkTaadb9GmM	16366157	16439151	16729140
epUFyHCLlWg	46524	47976	52013
FIRQSAwF0bI	4051413	4408205	6186745
DmKpePzn5-c	19407980	19476971	19767476
UZeqLhuugQ4	73206	75826	84711
gRvY0xnfgro	169252	169996	171383
4PNWZb5erDw	24739	25169	26089
tVr9v3o7iHY	31698669	32154769	33481296
_dpIwwI86ss	1899408	1908316	1933802
nivl2aepIpM	74500	76402	80771
C37nK27J70U	1688234	1860660	2425587
c872m0f00jE	46196	46430	47076
tgB1wUcmbbw	36651488	36723595	37082413
dwzYqLZYfz4	40337	40773	42374
OxvLT83XBfU	28931	30457	33229
F0fMoqY9qI0	11347879	11403164	11512876
W-ZTiWVFlzU	1764606	1782456	1849858
7PHGvzR3Egs	171646	173109	176300
T79ZSCQ5WEc	55885670	56252572	57976050
b4F0YBnVdno	2748105	2749793	2756657
jeVqPpWlPxg	5281368	5876518	6885868
QJ82JUmbK3M	231853	232445	234514
yTV0i9IjesU	381708	383464	389337
tn79OFbPwKE	14764163	14901398	15558613
iH8mWNKM8xU	2012873	2705990	4039625
8RPHruM9Oz8	81328	81638	82444
x83Uq20OJNc	69863	76144	92660
yb4kLSp-Us8	1523605	1552159	1716734
hH28oAoyuSw	93226	95191	100563
jg5HbrawYPU	67369	68179	70217
2h4tsI0lTsg	2955309	3059904	3282551
WhL0GJ3dM2s	34873	35593	37058
7JGkp6ZrI9o	961873	963993	971179
1BaJdom1MuY	61396	62393	64746
