RYqCp7DhSog	551539	575208	651908	676358	692760	702871	705031
iHpirPqHu0c	164630	167997	184601	190475	196582	200089	201134
XwG55kTNs_0	195361	213942	286238	321237	348552	361369	365421
RO97n4rHLLU	216060	224785	258098	279526	300431	313614	317648
hRffZKY8oqA	104443	107639	118220	123888	131148	138208	140111
_VxUbjsMyQs	1369756	1394926	1502558	1567702	1623614	1661834	1668762
7t1-J40L_rM	296316	314016	366320	399612	434046	452574	467747
_-DxRpFt8Z8	1192357	1196029	1213206	1219850	1226095	1231023	1232549
-NF0TGFka4w	75708	78027	86051	91788	96217	98901	100107
t4-Vf6L63Js	1647567	1789521	1891433	1901666	1906388	1909034	1909473
bFeC5UBtLZs	1254104	2144136	3189898	3507722	3701296	3796881	3826924
IG-7SnQW-80	606599	748142	917538	950253	975886	994375	1000821
4SCdc8cGxAI	116284	173696	349020	364988	376790	384481	386139
AH9m4WF_aD4	71523	76538	84472	93072	102635	106980	108764
CMWLX0KXwF4	425225	523176	837546	1011030	1187953	1314239	1383287
r5n1GCY-nYQ	5621749	6177203	8033681	9063969	9736071	10031884	10177961
DDY6KjQCMoQ	10243159	11039644	14910813	16346886	20066168	21178548	21295911
_HYse_HYnuk	22803238	25987737	32596663	35335710	37300652	38051227	38548094
UUnQZiDaNdg	331097	343007	378971	396625	408670	416547	419458
1ydMr8kxfw8	151638	153120	157764	159854	161926	163967	164532
kAu3uDBf8oA	436959	437149	437626	437825	437310	437448	437477
7QLNMC3VTx4	334111	390405	430308	439215	445370	448824	450226
uYc6aV4R6PQ	435904	445570	479123	496020	512654	522799	525843
E5VIOnDzrY4	263168	280484	361947	418415	464812	500484	508811
fN89luprW3o	298892	307882	336299	346919	349813	355962	357134
5j0fptQ1R1U	181986	207026	363143	481035	632381	756677	788640
7lWEHHl6VTI	24892	28907	34648	37181	39317	40740	41104
Kj3AxeGK8wM	473557	498235	518062	522546	528402	540153	546424
VCHk9zoFIr8	3375663	4195740	7919988	10117014	11545848	12674817	13010313
zhO5d4F2prE	248381	270712	288826	297582	301707	303475	304329
sKWU4rneSlQ	741187	761885	855492	890729	916987	924526	926474
BPOpyIxVbBI	350868	368941	413308	430499	450855	462284	466321
3qJ9aaKlNok	36038	36633	39076	40501	41714	42418	42645
aALm9bDmX58	1686193	1704508	1781800	1836398	1870546	1899640	1906938
RqwLD8MO7Ho	498777	545205	653868	733277	776920	814165	828218
g1HPXBMIA6A	536612	635678	1131017	1394002	1656770	1887921	1972813
Bt6nzLkkM-0	113540	118983	134086	143230	150875	154631	155725
kA81LzzdDGw	2576643	3367902	4259346	4696591	4927603	5015130	5047155
nw8BIIQeQAo	2196937	2219395	2360983	2448704	2528179	2599097	2615354
P6Ps7MYB2bI	823091	862733	990936	1036104	1055902	1071251	1072073
80pbNnI2J8Q	697900	702578	718289	726236	735588	738625	739453
XyBuzHV_VT8	389585	587428	822275	945937	1008547	1049684	1067330
9cxeIuno2qs	582095	586156	597837	608056	618909	623182	624401
9kD5zXpBll0	1115778	1124876	1142154	1147865	1149198	1152407	1153472
uMP3QnwgB5A	1239945	1328735	1444369	1481898	1518146	1549557	1557259
MqzJPuEuhO0	79335	89638	118449	126398	133053	137251	138775
-NxRMp1Fubc	118225	169399	333615	443880	562049	645067	680207
n8ttdjm2xbo	58189	60184	65103	68304	70981	72630	73257
dLRN3jolSe4	228604	235885	270862	303700	331053	352370	356141
muDsx93j1XY	142723	160347	206105	216773	224895	232307	235251
xuPN2VyOrMA	150448	170529	258139	293666	333405	378745	394498
iB5HtkPXEb0	100370	113830	137756	152447	165475	174168	178358
uGzDKU7gxho	2328062	2433533	2446565	2448638	2443616	2444090	2444259
d9dnkTOg4eE	95218	100771	127391	136069	142288	146598	147716
WAGc3vNjYKA	398044	433521	486139	519550	552842	570694	576664
QI9kTUmwA24	81250	84882	91685	96769	101720	105175	106217
jeVqPpWlPxg	5281368	5871921	6883185	7346701	7799083	8069342	8221643
bP8HRYLd0lE	27922	32067	43833	47984	53059	56119	57179
8NwAgV_NZ5o	366252	396825	421952	426466	428966	430097	430366
X23zcvcqWdU	133494	139564	160886	175199	190885	199943	203667
DEZRDfA2aag	289801	308433	353094	395880	439212	463529	471575
-KKBtdYW9Uc	1154326	1158973	1178326	1181299	1186764	1189623	1190430
LAiyH45UM7o	55528	55761	56555	56620	56572	56584	56588
MCw9hovilHg	910185	957290	1327679	1515269	1634224	1710747	1736355
JxcAfUvWD2A	57396	79901	128532	154380	180818	199673	208151
r1Rrt8iaOUc	2013706	2431715	3910351	4989144	6221171	7154677	7767492
MYDzGIDtswY	495948	524573	572137	580737	582915	584594	585158
L_FxdCN8P0U	1247021	1244638	1248872	1249733	1248234	1248509	1248606
iH8mWNKM8xU	2012873	2705990	4039625	4519148	4957672	5169542	5276001
2NaRcJZT8K0	860218	870552	908697	932401	948861	961994	966470
mdl32xQeLjk	62944	67040	71727	74639	78259	81084	83047
IiYCoPFHx04	1255788	1321376	1480269	1544771	1589649	1625459	1636430
1yruPciypig	266923	279976	369933	460672	531563	588144	608166
z36lrSX1jmE	381632	389262	431618	452301	471236	483326	486543
mxbkct5YTtE	161064	192108	291747	402425	494553	549797	576046
cUbzWjNqtmo	2123820	2187011	2288417	2311883	2347923	2374532	2384503
n-y_8BkaqeA	168247	266655	436368	469442	512872	549355	568650
oJd_Wd42Q40	726011	781351	895796	952177	1003066	1038634	1054217
9evgbXolGhI	309922	310550	311444	311782	311614	311807	311864
MOifIuOhBiA	2284550	2296993	2319574	2326108	2326858	2331155	2332366
44cy4quQ8as	388746	395658	424828	434610	443531	450055	452219
UmdSRf4RKf0	100224	205680	339098	391557	448425	475498	486670
_r3FOESRwZ0	464535	473421	502407	506403	507303	507642	507684
v2t75tTm_Jc	250526	251790	256175	258360	260923	262436	263264
4vbDFu0PUew	31912493	33137969	40236974	44602892	51079500	53319654	53977360
H9FDjFn-Gw8	457852	480529	538876	561033	582203	597213	603995
pg5zzJTuRBA	71243	78432	91328	99230	105030	108830	110356
7LHumsHONkc	94593	96901	104663	111209	117557	121618	122749
QGae78sWVSw	2988611	3234121	4344336	4640371	4862800	4964099	4998776
qxAeUZ_2x5E	446001	449192	460290	466215	472150	475937	477487
jkD9prp1Ii4	2283644	2474511	3054959	3474866	3937300	4166462	4365140
R6vswrZSbjA	1059728	1073747	1124808	1146387	1167609	1185717	1192107
sPEwzlxEv6c	138713	157442	196052	213143	225146	236306	243828
AvVEwV2kfgI	581828	699847	921730	992955	1062768	1108263	1122537
VzdfmY5bbO4	240660	260792	307605	327332	349189	362861	367622
DSYyfCx9LAE	178412	238276	275580	281296	285045	287015	287712
RxYdCWkIev8	289383	320987	435204	518949	583400	631907	651776
