6q2cMTpUEOQ	10292	10320
SgflG4TzZNY	332	332
p82YhXuWios	None	None
tw9WfyAOt0g	633	635
lVabp2pq2pM	240	242
bKHCTG_nwoU	4281	4204
-iWBCjdrknE	478	481
OISqNAdTvFc	265	265
qmyMg504otQ	4177	4180
z2JmKR_STSw	29968	29977
xTiwEJNlTzM	6538	6549
3JIZTv-N--E	3814	3822
O_3S4fPxWZw	430	436
vYG9HdjJ8_A	1018	1035
hNVmHRmRELg	545	547
f1pq4hv6KMc	5176	5191
JBCF9h9gjh4	1068	1068
VH0sc3HtAq4	7258	7365
gYEGn1PPIV4	15367	15784
2ntnnBCpR5c	0	0
efFQ02rvSiA	1813	2204
9WZQlHMNe7o	2485	2514
Km6yiiGAx40	129	133
tPg6FNt-NYg	14055	14099
8d3X7_-QVyo	0	0
pyjyhmeebf0	32123	32253
NcbFqgyTTBU	715	721
3klWO2ttpGQ	9806	9859
oQ6a8UmuKhk	12680	12733
37v1PJqG06g	10118	10122
z1fmOHWlcog	845	846
70JDd-Ywnio	13452	13523
ej9N0sGymE0	1014	1026
Supe0AtCFAY	9620	9629
N_BOMV45mDY	512	525
7sC1dBws9L0	1386	1410
YgrzzRKITts	609	624
QxyyJXxC0HU	218	219
RdklEHhQ6Mo	537	547
Nus7MfF2ytw	3407	3468
vclUlhFmvMQ	11313	11354
9rsJSbp9P34	486	495
XnCeEJvcG6M	1756	1812
8pkqcDfmN_w	20678	20715
iEUxmn2YjiI	4940	4943
VG82HbYpwHY	229	232
pXSSqxWepvM	263	265
cYdMysMuJUw	11650	11858
FmOWPH2nudE	702	707
8gKAP2nm7xw	118	124
namXTvyvLp0	8738	8842
VAnRsg7UecE	1567	1677
ijMGwiif1ns	5197	5203
f37KZMEBWJs	4926	4991
QPB3PA3IUzY	1788	1962
deCIuMFNL-o	3748	3862
jc1fTjYV7t0	142	142
PBYXY9XZZ3Y	398	403
AAWOeenV_J4	706	711
OfX-2vUoFIE	315	316
coZD9WpVkqM	352	352
AV0Sd_vCN3o	763	763
1yuTJMFGxEw	54520	55666
o3JYek5NeoI	421	434
znNMvMrRYJ8	1027	1042
LcODhHnm9iE	None	None
1agyrozxf00	113	116
s7Ab_K-SYFc	535	536
UVfrBJs6rek	36757	36833
WVl6g5hvcDA	5052	5105
KU1ahg6DSAg	6183	6210
TSPGlIkTsVk	4376	4462
8W0PXYu7kM0	1881	1911
DtflxeL_vUo	7504	7504
jtvG5fAT2MU	1920	1962
eHqPJfbFYUk	4154	4157
Pu3MkJMRQgU	861	886
Cfbf5nXTqNk	8830	8935
HinJX54QBeY	452	462
3e38KSS6nRM	3526	3529
eW5lwMLnxCc	2038	2045
pfdesdD0Ilc	6197	6207
ChYVhpBdA4A	421	428
2JD0tMey7WE	1915	2020
Fsc9r_TXGiY	1308	1336
-tI2lYaLW3c	13732	14008
kOdl8EPXhaE	524	537
a8c7jmucS9w	3343	3352
Vkm5SpFfSiU	2014	2028
Kqtw6UAqkK4	1770	1771
A7qg7PZyEkU	4244	4380
lxhO3eEF9v0	103	103
EOBw7-8dYbU	196	211
GHJr7-c8fDE	6953	6953
OyQoZqwIPqk	290	290
Fy83MrpshhA	4741	4741
GGY2mPQwN7c	3000	3036
GblO2b5cFtY	23893	23977
8uiUz_IUkpo	7907	8143
AytvClK1I5k	9750	9777
Tvva9IhMWfM	19177	19730
8Q77E7XlRA4	2003	2012
DPfNnCffDZQ	347	372
pirYs7L4xog	4597	4646
5T97A6xA-sc	815	818
DVoTmOr4z5Q	420	428
E5Ri0crZCEs	174	174
bSea5EdqZ94	15850	15861
jWzSI5WKoek	2064	2068
MRF4Qqj9WAg	138	141
_jd0sk81oMk	80	83
c_pR5F9lFOM	6924	6928
xNgxUVpV1hA	1454	1524
Yooeqe7dpUs	1899	1908
BzQlUfRFLlE	1870	1892
GX6Xn7TD2zM	1041	1050
ADACarH2SBM	72	75
YUy0kKh7hP0	13674	13704
J9BUdl8RQ6A	8448	8690
-s4mSqdfW4g	3811	3861
Vdpyrfm1euo	4160	4165
c0AOEQAvZWk	14009	14012
aYJwVFe8cNs	3383	3435
o-5mYT6jTfo	585	602
8dJyRm2jJ-U	337392	340440
1TZtYUSqAac	1285	1283
lvFaOAG54pQ	2304	2306
jLPeqmhxbFI	3736	3756
wXq3llobMlY	1248	1248
hE-g2oV3L0M	552	571
cXEM7EDdwlU	10599	10639
edCQasal2Xo	1489	1494
W4J0cl1RvQs	4632	4635
-A1KJPbTyVY	198	207
NI4p4prh1Qw	852	896
iYai9I8Xx_E	114	117
YzXN2ta_Qt4	84	84
Fte2nIFyDBU	461	464
F2VfcYnPzTs	447	451
D3e9jWnhO3k	3351	3387
h6Wg5_v26yo	8134	8694
dHKgBJBfQxY	None	None
QcPiMya5W8o	1874	1876
R0CqhiMQ2NM	1544	1596
pOCN2bL_6fc	69	70
07MKcoqigK0	1841	1848
-Ts9LGHBKe0	3753	3853
