1tGapyYxZ9o	177	183
nOL7AAlBNWE	370	384
73z14uurwO8	2547	2564
Hk8IbI7WXwE	146	148
HcYkm5HMO-Y	234	240
irmjkT-cu9I	2106	2173
xYKfGcXhpww	61	63
01vtM9g8Abo	31	31
Ujaa3ar4hCA	2165	2218
DqHzY0Ye4Rg	505	522
h4KVVYkrILo	2770	2879
wbWMeOdrQw8	287	300
Ux5Ws6nqdYY	51	52
L51jatjkgU4	938	949
ebVEtKdILqk	403	406
r5n1GCY-nYQ	70328	74968
DDY6KjQCMoQ	5639	5688
MXWgNfIeYVA	1437	1446
EaNgb5NZ3z8	1330	1357
V7lHNwP3pes	6816	6917
aTTRT41kKRk	740	803
4TcXhZZM9ss	2854	2908
2zPILxJQBEE	1342	1407
FnD2ZUAl7tE	308	316
lh8qH-QWo9c	313	315
m5I6czoUIqk	141	145
VCHk9zoFIr8	4301	4626
qMVd2YRpwxQ	295	296
0ob5Cxk_R-I	677	686
zcV5sWLSlpk	46	47
Hqvdr91LoSI	2724	2784
dKxWdLubIT0	816	823
lHB5LGnPoxY	189	199
m_jpfxJz04I	4361	4399
xNZLnGcSZm0	883	891
-NgoUgB34BA	43	50
5l1BNHX_a3s	429	477
l8DOByEKujw	375	385
0-z2-XUr1yA	164	169
OuVXEipPe8c	526	531
nY3Pqhs_Jbs	8700	8746
VhAGdjRFXwM	121	124
qiymUC8h-bo	739	753
aA0MuS0UhME	234	278
rtu9E1LX0Tw	1279	1332
IsFpeXZTWao	320	325
NmX1N2p_UUI	137	141
-j8ZzRriM9k	1763	1816
k2MpW9v7nJs	189	189
UaIw4msLhe4	1891	2139
HOKEJEDRwxE	112	112
ur_zqGDzIjE	636	657
i22Lh2Npe-Y	150	151
sNB8REXJ4DY	604	606
SA2_QS-025Y	268	272
q0jyHVYCqX8	3166	3201
i3PVch18sVc	2533	2541
geNqUzG2fRo	502	520
T3UtNc-wJ84	289	292
XGQIQVsgAQw	1318	1331
Gdzj4rkS5TY	37	38
drSVg0q9-1Y	456	483
ITjuQpjG3JY	86	111
jeVqPpWlPxg	63152	65743
pqnSZjwlYKY	748	761
fSZ3M_BVWN8	239	248
Pr8_TRbTTdU	398	399
mFEQT5DBsA4	195	201
r1Rrt8iaOUc	12868	13737
p0IdUrGcy2c	1115	1128
DKXoha0_Mbk	373	433
0LSM2qNu8pw	521	525
g4rdMACTFVY	588	669
9yPXbe-H0JE	118	121
qzmhjYAMmII	233	234
vUbIrAC-liE	230	242
W0aprJSk9S8	159	163
3Qy3f5qthfg	992	1002
3IFr8Kkx0fA	3722	3835
dYyj7-UO6tI	786	804
NVVgKzJucd8	125	163
4vbDFu0PUew	58731	59709
n_VRY0tzifw	703	711
jvXmF56VRWA	540	542
47H7E3ccFmg	1092	1100
Tu8TF_SnUQ0	58	62
SqSWfSWJNN4	477	485
yYLkFpo6BQY	690	701
EQMpb4ff9ck	213	223
Hes5rrXOekg	290	304
vg6Iq_Es3Wk	21597	22016
qVdc7AvM4xQ	24364	24616
zRE7bFo0cho	348	350
Ja-iRVgOWjU	511	566
Cp-n7RgynL4	131	134
dAvhFbTZGRU	829	851
zIXe1UxUrOw	3347	3403
bXgKi50XnZc	2924	2964
E2lBuNyhLrs	1247	1266
LAHR2lYGh0Q	96	105
9ac7Zluy9w8	107	107
YYvFgtvMFKg	180	181
tpIuIATQYVs	387	386
9SxHCoWziu4	115	117
JeQ17Qb0NQI	700	721
cOFuEQEvC3E	5234	5261
8q1IjEcGu2o	1210	1239
tNN-Tbu__6g	89	92
xUZnN_7Xzlk	5001	5301
AGINmVnr734	1966	2011
j1iFsn3x8AA	409	416
ro0HetLVAbo	2568	2619
ltFy9ThA27M	332	341
H0YQmtfphiM	169	173
EZ72bVD9Bfs	245	247
nPLlfv2wiQI	179	187
xjeKAeA1Lj8	418	420
cJ0u7fnhkaw	787	794
zZNO8aNBYmc	161	170
4ANmEbzWbF4	734	738
6_u8i1OcBH4	392	414
U4lQtX7PNYA	327	356
AVpaRRRO0gM	36465	37537
