RYqCp7DhSog	3053	3105
iHpirPqHu0c	401	403
XwG55kTNs_0	775	836
RO97n4rHLLU	848	873
hRffZKY8oqA	598	609
_VxUbjsMyQs	2647	2680
7t1-J40L_rM	285	288
_-DxRpFt8Z8	1095	1102
-NF0TGFka4w	315	324
t4-Vf6L63Js	4183	4635
bFeC5UBtLZs	3271	4112
IG-7SnQW-80	1587	1850
4SCdc8cGxAI	463	576
AH9m4WF_aD4	60	64
CMWLX0KXwF4	2456	2629
r5n1GCY-nYQ	70334	74956
DDY6KjQCMoQ	5639	5688
_HYse_HYnuk	385	429
UUnQZiDaNdg	444	447
1ydMr8kxfw8	302	302
kAu3uDBf8oA	17	17
7QLNMC3VTx4	882	932
uYc6aV4R6PQ	208	218
E5VIOnDzrY4	744	774
fN89luprW3o	1588	1614
5j0fptQ1R1U	47	53
7lWEHHl6VTI	141	152
Kj3AxeGK8wM	437	456
VCHk9zoFIr8	4301	4626
zhO5d4F2prE	3189	3281
sKWU4rneSlQ	2984	3043
BPOpyIxVbBI	632	651
3qJ9aaKlNok	180	181
aALm9bDmX58	1145	1150
RqwLD8MO7Ho	123	131
g1HPXBMIA6A	2485	2675
Bt6nzLkkM-0	317	339
kA81LzzdDGw	4482	5004
nw8BIIQeQAo	1521	1535
P6Ps7MYB2bI	529	552
80pbNnI2J8Q	338	339
XyBuzHV_VT8	1085	1292
9cxeIuno2qs	88	91
9kD5zXpBll0	194	204
uMP3QnwgB5A	4932	5108
MqzJPuEuhO0	52	52
-NxRMp1Fubc	39	53
n8ttdjm2xbo	55	56
dLRN3jolSe4	242	246
muDsx93j1XY	236	254
xuPN2VyOrMA	31	32
iB5HtkPXEb0	160	172
uGzDKU7gxho	3497	3545
d9dnkTOg4eE	143	145
WAGc3vNjYKA	1535	1637
QI9kTUmwA24	71	71
jeVqPpWlPxg	63148	65761
bP8HRYLd0lE	85	121
8NwAgV_NZ5o	1407	1455
X23zcvcqWdU	541	567
DEZRDfA2aag	250	260
-KKBtdYW9Uc	710	731
LAiyH45UM7o	14	14
MCw9hovilHg	584	595
JxcAfUvWD2A	192	241
r1Rrt8iaOUc	12870	13739
MYDzGIDtswY	1327	1438
L_FxdCN8P0U	127	130
iH8mWNKM8xU	3284	3934
2NaRcJZT8K0	540	542
mdl32xQeLjk	19	26
IiYCoPFHx04	1376	1414
1yruPciypig	176	180
z36lrSX1jmE	2224	2265
mxbkct5YTtE	63	69
cUbzWjNqtmo	6053	6356
n-y_8BkaqeA	1261	2330
oJd_Wd42Q40	1191	1268
9evgbXolGhI	55	55
MOifIuOhBiA	5622	5682
44cy4quQ8as	2179	2206
UmdSRf4RKf0	265	413
_r3FOESRwZ0	641	658
v2t75tTm_Jc	82	83
4vbDFu0PUew	58735	59725
H9FDjFn-Gw8	537	545
pg5zzJTuRBA	292	299
7LHumsHONkc	159	165
QGae78sWVSw	13792	14803
qxAeUZ_2x5E	748	750
jkD9prp1Ii4	730	755
R6vswrZSbjA	1303	1310
sPEwzlxEv6c	603	651
AvVEwV2kfgI	1263	1364
VzdfmY5bbO4	191	210
DSYyfCx9LAE	1229	1372
RxYdCWkIev8	592	606
5sUsQJmaneQ	134	146
3MZftSsYSUQ	2592	3217
kMkxr7PjJpM	997	1207
oSwZ_BckDvc	19178	19573
QMlNJxawbRw	54	60
tkaYmeVuN8U	132	136
suDzZtLhXwU	62	80
BPfyLmVzsaM	93	95
pUQ5A_xxkCw	1240	1274
i5kB2YmDZTM	242	264
8qj-hHvGZpU	5426	5921
YtDvCpqkbCw	1287	1292
yTD7A21IOSY	301	322
BwQyiRZzOs8	209	213
DBvmUbo4GQs	91	96
s8NRffPuFB4	2004	2115
DjFb0Vt43Xo	684	698
sCAluJdxOCI	2422	2518
vjhbxxTYkpw	3846	4329
rKAMdVUE4YI	160	163
bqS0sb_2br0	364	375
SbfWQuG_up8	81	82
Yx3K3g4CtoQ	12178	12470
E5bJPQM28r8	168	172
SLSkl6FMyyM	1160	1252
DQTi6qEd4u8	1062	1105
O--o-O-ABBw	18113	22118
_xYnY4TnBPQ	322	325
hibTeDRLhCc	633	699
2qE2jhYNp98	607	901
IkxtDjPSc-4	305	314
1vuxoFn1mK4	508	574
ebatweUrQws	592	629
lyJqXb8Nj-I	1830	1883
7YQWDCSFAJU	0	0
WkgHkrM9fo0	249812	250068
7qy9Hpsaw6g	140	142
jwk_9p0jtP0	1389	1443
WG-Q1ZE6yi4	2678	2974
YVGcUkq1ejA	134	141
OaXBF3rmUX8	4409	4486
0oP8ksIBdHs	1036	1075
LWw6CssJsi0	9314	9645
obGGrIjC7k0	1032	1043
w3Wb21inOcY	593	602
wDUwv5rSLZY	4	5
OJ2B4Fb7xQQ	6922	7161
FFcZqOILKSk	1768	2033
65DFQ8apFiE	747	764
7UREHspNys8	2211	2469
jim7fbD9OjI	924	975
m3pFwX6IAns	733	818
0lkSqR4vrIQ	1893	2397
heayyMyhSGU	1108	1136
zdBthc6fCk4	3811	3852
8dJyRm2jJ-U	337358	340392
Kp6MRBybUlo	42	46
cL_FkV8by_g	452	458
iE-6ERWjBoo	638	645
eTEsJXN8PUY	325	332
lttMP463C-Q	873	933
mSceX3JC1TA	341	352
31Ur9qSHWhI	1328	1628
Bo0-COyKxD4	309	329
PPPQUcu7rI8	10	12
_iz5_DuY_II	9177	9424
WbiYxA1W4wg	1752	1771
koYG3cXE-Vw	1179	1189
7OPg-ksxZ4Y	11173	11476
-z9qeALR7j0	2482	2555
F45a9_3Mzzw	1132	1150
n4wah1HS9r8	2594	2664
byGdRHmIfE0	440	445
KTwuSBQT6Jg	570	610
15KlkBuKcp0	4212	4638
kBArlifCKgo	1659	1705
