XdUoiEVccdo	1000813	1031430	1148979	1217544	1290548	1322105
hse_g-YZ754	3720415	3745104	3822597	3843508	3868320	3880000
-PPoe9b2iCo	156179	162799	178623	187021	194825	198082
iny16wsspZk	347289	361438	377976	385656	392718	396892
URnqWj-kJlE	62647	65080	75993	81534	86806	90153
FxTk7YRp3FE	66650	67765	71319	73662	76037	77152
f69ICbKFKak	87252	97957	118533	139173	177906	200659
eOhcZ-CupVE	285522	344931	411632	430729	459675	476800
3QbGg8G7wE8	383140	400583	424508	434824	439863	441745
y6L2HPhuGSg	1620596	2146546	2458980	2515612	2545346	2556867
9Q71C4IsbZE	694881	706120	742670	758231	772572	781372
cvgbMpKjtks	365943	396360	448272	473060	507394	531198
a_0PSZ2S_yw	3581123	3619926	3783091	3855332	3933385	4003169
Hrckugg1uWQ	278771	286431	302793	309942	321193	329336
yf--HfbV2Is	196248	199338	203176	204501	205707	206235
ZTFWZJHuZQE	50786	54395	65878	72245	77314	80502
B5T0RHIcT_Y	234790	241728	257705	265587	273192	277353
kT_x7qxQuac	214457	225575	243346	250691	258591	261973
z_CroYdSTwM	239284	249708	299073	306183	313394	317036
wWWD-gpfIqg	227845	232624	242213	246589	250553	252533
67F4wWCUKTY	289527	352806	455269	486266	518274	532424
CMWLX0KXwF4	425225	523176	837546	1010628	1187953	1314239
T2OSS9mX8Io	178342	244150	301397	321016	337277	347190
r5n1GCY-nYQ	5617080	6177203	8033681	9063969	9736027	10031884
DDY6KjQCMoQ	10243159	11039644	14910813	16345118	20066168	21178548
-lYheij1EtI	252805	271950	288328	304546	320411	329781
NFUW6Vj3z_I	76568	83888	104856	114450	123507	128195
ZkzNAhppysE	2174274	2288758	2779016	3102735	3391325	3533558
8G1VS70BdU8	197584	203107	223173	232108	240231	244134
2J9pXnhQJqM	325462	342618	399326	423353	439370	446778
oI_X2cMHNe0	4133837	4199819	4442547	4542714	4659940	4725895
_fpxCuorKjA	3211576	3396728	4146290	4358192	4535490	4654996
mL_WNsw8Wdg	257047	257997	260709	262008	263312	264169
6fPj6mj-M_k	1088520	1105364	1158164	1180813	1207467	1223639
VCHk9zoFIr8	3366895	4195740	7919988	10117014	11545848	12674817
VWRh7mSO0dA	153089	161347	178945	188753	197131	201970
tRDblFJlcb8	65909	69631	77781	84701	89656	93941
xcjPuh9qFzA	142540	145953	154028	158579	162241	163858
tmZEiRqbDpM	644895	661368	696764	723053	743189	752809
zY3mKI1XFKM	1300706	1306862	1335705	1339372	1342082	1343285
JyXpzxRr_T0	684876	706978	807258	865898	932432	973212
AoOLVyilwfc	113842	117020	125720	131293	136195	139015
Q_wdABahpCM	100224	106319	121276	132363	146857	156736
P6Ps7MYB2bI	823091	862733	990936	1036104	1055902	1071251
x-rA2Jrnuz8	158339	159855	163398	165279	167230	168434
1KHiwwmusaE	527864	534433	548659	556805	565784	570535
U6vFqjTVYOU	45085	49353	59314	63432	66957	69159
vPHbooOJVQA	141710	148586	163675	170781	176440	179488
SpV7VPoTzF8	962120	1009251	1160736	1243300	1320936	1378811
jJI-UmMbsAM	58419	61367	64826	66910	69979	72200
PbRZcvVnF0w	986814	1037565	1312856	1505160	1617285	1671773
KCNhjF-MzYg	476238	531067	649926	690656	725689	745702
iZr3E3a7woY	104150	104636	108828	110608	111431	111934
HtYZTqi5jgQ	293312	305871	337574	355006	371989	383439
dqX7hF9AUBA	92132	92361	92713	92922	93172	93286
Ajn-PTtBOn4	896493	937453	1098992	1210127	1324535	1396951
g7Pi-14IOtM	401281	405384	419580	427179	433490	438337
jeVqPpWlPxg	5281368	5871921	6883185	7345404	7799083	8069342
VS4QQPFw5uI	602484	634843	781039	828294	882307	897331
3yvVjrVpzws	995293	1066735	1196955	1276428	1337614	1358860
UxWtQokSuvw	38546	38778	39285	39613	39848	39917
xt4E8FSIwFM	126347	134540	158721	183813	223488	235618
cozgrxWZBKg	148087	149253	151363	151807	152230	152417
YzgJvysqbpg	109934	114255	124435	125691	126494	126994
bxKMXOSJyqY	92942	95398	110927	133612	152663	162866
iH8mWNKM8xU	2008265	2705990	4039625	4519148	4957672	5169542
7kuF__NWV6U	712860	782180	926451	967186	1001218	1027606
ZDfR8S43Chw	119962	144745	204112	245252	283416	303740
dPRlBez5_9U	104799	106206	109989	112030	113932	115021
oijf7rtTwxQ	413473	421635	438839	444585	450249	452968
kd4F17sAzrY	176620	186360	204838	212423	219571	223899
AmWcgZVpbGw	620255	625687	641303	648876	654169	657437
W2HxIKEwC6w	181257	184821	194141	198177	202032	204078
rI0b_gmnvvU	59269	59682	62080	62851	63200	63333
si45rP-exiQ	251920	257513	278085	288868	297355	302929
-NMs56pQ9EE	116252	237741	382284	453553	511172	539629
i3Mft0X7UQk	340947	389588	457005	474420	485016	492393
SrXSH0KfI_c	743270	789203	890475	958332	1020166	1056443
qeT-ZocCEAk	243511	246352	251752	254560	257307	259113
-gJao_GoBWc	145377	151770	171518	182576	193394	200761
idpaZFV3b3o	106850	108741	114107	116303	118690	120287
4V-KojsHAAA	124368	125528	128820	130112	131318	132143
4vbDFu0PUew	31895720	33137969	40236974	44602892	51079500	53319654
4TN6qRf7S2U	1028446	1094968	1277733	1390376	1509419	1569993
n6WwfSGj31E	521814	538842	595682	638738	685720	709499
6eN_roYUYQU	3928382	4167069	4857121	5283749	5787109	6096204
HLLofrwRlBg	1534249	1565598	1689765	1790172	1900244	1958959
eqDyBMHIrrU	226119	247192	299088	331294	356934	372905
jkD9prp1Ii4	2281580	2473671	3052072	3474866	3935749	4166458
vg6Iq_Es3Wk	9670189	10147962	11426161	12300379	13057874	13400834
KKXHax5Kbg0	501509	520696	574497	604167	633402	652809
SekELztG4LU	1255666	1460436	2324270	2948336	3321509	3457606
Wo60qvZFBTc	481528	504716	562562	584968	608500	619183
oSwZ_BckDvc	9807557	10166231	11226573	11795256	12489627	12849173
VUXTzIxvtrk	395196	447673	586841	658393	711978	741932
84vlnoIDe8s	337072	344185	361914	372238	379921	383899
AQbmpecxS2w	924110	977463	1157875	1288738	1446753	1526838
olyLUstmWt8	383140	398328	423304	433204	442854	449520
UWeJg217v68	115761	122083	137096	145733	161308	166017
cOFuEQEvC3E	2900033	2936997	3011669	3029714	3052238	3089149
SXxvaMrMFnE	213252	254855	381700	481594	588759	649463
qV-PKroH6_U	112036	114917	128740	142863	153917	161160
PZts_28JGpw	274872	278373	289958	296168	302166	308170
1WhDCLhgHmY	317498	322832	336552	341872	347769	350369
Y0qOJO5hfBQ	140247	149299	196699	237656	303042	336469
0b5QBaHd9iQ	338431	346298	368077	380048	391403	399118
MoyDJ8VnTGo	287605	299308	320402	332674	344906	351399
tNLpc44miaw	94061	96041	101138	103918	107214	108940
9UX0JCz2SCI	127727	130392	137940	147174	155246	159865
DfcrhO3f4KA	59023	62041	69075	73010	76647	78419
ZzDP7HGvnm8	247045	255976	284579	300639	315867	324711
aD_KrLsM5kQ	61230	61902	65259	70128	75157	79712
WosblHoWh1g	2380948	2409579	2522720	2570500	2619279	2645078
Xhj9SBgSMwk	138673	144809	157690	162258	167147	169272
SUdHzKRiBX8	1735623	1796893	2040208	2171199	2314216	2404914
pQuk3t2aeBo	6467110	6564103	7048988	7285827	7496008	7625188
sCAluJdxOCI	2418046	2904537	3942390	4650256	5471989	5931852
X6mv-owlbH4	62695	63723	67917	70127	71852	72606
ZQ4E0JJcxz0	3033654	3063193	3165624	3214089	3274892	3311782
vjhbxxTYkpw	1816045	2374143	3036211	3201659	3288093	3316469
Vm0ZxZikXcc	630490	658086	732171	777717	819010	846575
dmBvnY4rKHg	6989188	7116093	7432582	7602652	7725301	7785228
R_S-K6bMX1w	251177	257765	277674	294066	307356	314502
Yx3K3g4CtoQ	1824393	1952074	2470283	2652878	2725494	2793719
RnCqjF6aGJw	177524	228752	346077	442898	584589	663337
QYSy42bSawk	117903	124192	142830	153834	166402	172980
FIoeYRjSonI	529969	551097	619962	666273	700613	719593
uFzuRm3wCDk	1130962	1154495	1243007	1276820	1316690	1342506
mog5HEfbr68	681186	683298	702167	703492	704494	704929
PHOtAn1ABCk	27092	27153	27314	27408	27484	27540
PLUu9mlJtV4	265690	274422	300240	308640	316375	320750
sYvE4X_3LjI	320987	335549	373600	391827	406930	415700
VoPdilLrDr4	78013	79119	81612	82315	82980	83413
Rd7k3lEtUc4	386083	393110	411187	419751	427379	431417
ilTPLTPrBTI	43227	47189	59507	68656	78456	83152
TrE6w5k5j5s	110846	115717	133760	144378	154484	161196
Vfv9Qky427Q	1817954	1949183	2739486	3056930	3534814	3846605
JCqqojm7I1U	967495	1092460	1429874	1603542	1744442	1827813
