video_id	title	size	category_ratio	views	comments	likes	views_wma	comments_wma	likes_wma
XdUoiEVccdo	Ronnie O'Sullivan Makes It Seven World Titles | Eurosport Snooker	499.0	0.1	1337386	1171	13833	1254615.0357142857	1138.107142857143	13259.607142857143
EY8eRmmSGx0	Careless Whisper – Paavo Laapotti | Finaali | The Voice of Finland	66.5	0.27	87655	193	2008	82059.57142857143	181.89285714285714	1886.9285714285713
zyNUr4LWfoc	No one has seen my real face	580.5	0.02	12220035	21386	391576	11857915.07142857	21116.821428571428	384652.28571428574
OrJ4rPSlrlI	Last City in Europe with No Laws	502.0	0.27	1899312	3610	75186	1714573.7142857143	3307.535714285714	70682.21428571429
JktwRXYTDYc	50 Mystery Pools.. DONT Trust Fall into the Wrong One!	270.0	0.27	4923018	72096	260351	4831925.642857143	71684.64285714286	257482.35714285713
hD1YtmKXNb4	$10,000 Every Day You Survive Prison	419.5	0.27	51046736	129860	2697795	49621151.321428575	127021.57142857143	2653368.8571428573
Jrr9bPVeieE	Those Moments of Panic Between Online Games.	15.5	0.05	33076266	7469	1991398	32994822.92857143	7438.464285714285	1983708.4642857143
4X16Iw5ST4Q	Canada Made Really Weird PSAs...	663.5	0.05	1700743	9318	139895	1659483.3214285714	9201.642857142857	137654.85714285713
0kKkKfpKfDk	MUUTTOVLOGI // osa 1	247.0	0.27	28501	199	2792	27329.89285714286	193.35714285714286	2736.4285714285716
7cK1a9C7nlg	I gave MrBeast a REAL LIGHTSABER and caused a DISASTER!	376.0	0.03	7610870	6149	306576	6976794.821428572	5872.714285714285	292169.9285714286
oHV9sqp7Kws	First Round, Gm 2: Kings @ Oilers 5/4 | NHL Highlights 2022	277.0	0.1	139909	249	1755	132341.39285714287	241.28571428571428	1690.0
At1EOyY5Hpo	Best of the Worst: Plinketto #10	2377.5	0.27	1193327	5419	44927	1172692.9285714286	5398.5	44653.25
36I7yGCA12s	2step (feat. Ellinoora)	77.0	0.1	82711	0	2811	70938.35714285714	0.0	2585.8928571428573
a_0PSZ2S_yw	Overwatch 2 a Pathetic Preview	132.0	0.1	4029439	13247	229001	3910207.0	12996.857142857143	224800.60714285713
S_nyiXUMzdc	SIDEMEN GAME OF LIFE IN REAL LIFE	2292.0	0.27	6295292	6580	278584	6142583.428571428	6522.821428571428	274410.03571428574
acMC7bTVcY8	[EPISODE] ‘That That (prod. & ft. SUGA of BTS)’ MV Shoot Sketch - BTS (방탄소년단)	229.0	0.1	6066627	23250	936383	5493258.857142857	22773.964285714286	889981.25
t4-Vf6L63Js	День семидесятый. Беседа с @Alexey Arestovych Алексей Арестович	910.5	0.11	1909473	4465	306322	1888003.0357142857	4523.285714285715	303385.64285714284
QO7e_RiMVQg	Insane $100,000 Challenge!	293.0	0.1	12542552	23559	557256	12356543.285714285	23233.571428571428	553239.6071428572
FcmUNlgld74	Johnny Depp's friend gets emotional talking about Amber Heard	168.5	0.11	12852115	12307	179486	12539652.92857143	12111.892857142857	175680.10714285713
LTenOkKggsg	I MADE A SECRET YOUTUBE CHANNEL TO PROVE ITS NOT LUCK	19.5	0.27	3608782	1606	300931	3505925.9285714286	1578.7142857142858	294192.89285714284
ttwrfsruMaU	Ed Sheeran - 2step (Ellinoora Remix) [Official Audio]	77.5	0.1	104574	142	3148	91534.96428571429	129.17857142857142	2917.214285714286
UOMiA4hSVVc	VIELÄ VIIMEISTÄ KERTAA...	623.5	0.1	161764	745	16451	154750.07142857142	739.9285714285714	16116.785714285714
z2JmKR_STSw	Brawl Stars: Brawl Talk - 2 Brawlers, Bot Drop Game Mode, Sprays, and MORE!	202.0	0.1	10530763	30066	539743	10505670.25	30033.571428571428	539419.2142857143
wtZelxSzzm8	OSAANKO OLLA ENÄÄ IMPOSTOR // Among Us Suomi » T I N K E	649.0	0.1	49457	162	2491	48165.42857142857	161.53571428571428	2455.1071428571427
OpOvMwkGL18	LAST TO TALK WINS $10,000	397.5	0.12	8119366	12314	203626	7029989.142857143	11196.07142857143	185009.2142857143
DDY6KjQCMoQ	Welcome to CLAN CAPITAL! Clash of Clans New Update!	40.0	0.1	21295911	5882	169825	18534106.07142857	5830.071428571428	167781.9642857143
3EPWJEdDkFc	Guitarist Learns Songs By Ear on Omegle	416.0	0.1	1620904	4612	99156	1576848.4642857143	4560.107142857143	97542.5
jCokmhfCziU	Yötä Karkkikaupassa!	559.5	0.27	411191	1600	28570	403161.9285714286	1591.5	28290.10714285714
mTa8L_X-AfQ	I DYED HER HAIR BLONDE! #shorts	15.0	0.27	33269188	9041	1543598	31940658.964285713	8796.607142857143	1484432.25
3Qdog8EvSzg	NHL Playoff Highlights | Lightning vs. Maple Leafs Game 1 - May 2, 2022	251.0	0.1	326764	1040	4137	323319.71428571426	1038.75	4117.785714285715
oI_X2cMHNe0	How Electricity Actually Works	735.5	0.05	4755947	15980	233592	4606511.571428572	15594.32142857143	228506.7857142857
lv8n_gPSbqM	Hymne A L'Amour – Sussu Erkinheimo | Finaali | The Voice of Finland	84.5	0.27	61882	102	854	58706.607142857145	96.28571428571429	812.7142857142857
6M8VTsQJ-74	Portion Boys - Kaasu Pohjaan (Musiikkia elokuvasta Mc HelPer BeKings)	92.0	0.1	266689	223	3971	254128.5357142857	218.46428571428572	3899.464285714286
TkTaadb9GmM	Johnny Depp Amber Heard trial: Depp's friend makes court laugh	126.5	0.11	17095175	10781	248249	16915598.75	10701.464285714286	246120.07142857142
hjAyYupCcy0	Pudota muna ehjänä mahdollisimman korkealta! (TOIMISTOMESTARI)	680.5	0.27	206920	466	10415	197617.64285714287	456.17857142857144	10178.25
DmKpePzn5-c	6IX9INE - GINÉ (Official Music Video)	70.5	0.1	20352384	91141	927093	20093061.14285714	90793.42857142857	923410.8571428572
