fHdU-gzkl-I	101359
_LzE_yWxdqo	10671381
kdnoxh8vjLo	152789
760xRU26YNM	156256
ZF6ILkIzyFo	639386
d0oK0XipfTU	97602
tP0MvwnQr3U	1081605
rEx-A26tJ58	149505
WJojnQkITtg	80553
tfCTOaou8IU	25849
t4-Vf6L63Js	1649467
mjtTXlIYnbw	30092
Fw8ZJCRK-sY	180212
D-Im2mB8btQ	311544
JrrHWYu81iI	127907
-EnO5IHKDmE	48325
JzTsOwl1nJQ	58479
bFFxJS9Qjnw	91465
ETmC5qZIQX8	462804
LJenGtkGLeY	576701
xQwQojn9Dcw	165229
vDHHdq6Cvd0	290642
v-PP9dk4DDg	58886
nT3e7zwZJsU	421660
cDV5sVNDDck	38575
Q2UIgJfTBOU	495686
rlt4IQQITlY	40692
oAyRl0bWRFY	131292
sQCof2oeUbA	523469
kB12Q0NU7rA	81133
9cWTQPctB_M	114523
VMbFg7z7VpI	33063
GmPWPuZp1sA	26174
gRl0LJyG92Q	619204
R3GjmkuWuuQ	113648
nVeM3AOY2hM	274412
KAyvp4FTFUQ	165247
bzuDEtAjBPQ	49243
pz14QTJrito	138287
kA81LzzdDGw	2576643
7zq34_ZGsqY	60929
IajEJAOpbzI	38514
BH1XO-lbgw4	252779
Q0ROOgIWc04	332119
1M9A2LwmCYo	112753
CA7_BMEJz3U	187059
FIBaJilCGL0	91209
m9gUuGqHsFs	794426
F0fMoqY9qI0	11348225
NbH10unWiV8	129685
cQFin1k1hQ4	307983
_-UT5mrGtb4	381518
rJmFVWGkgxA	176468
GxkcwtT4bh0	701572
MFexmKGDr08	506292
MFJXVifOwJM	102433
jeVqPpWlPxg	5286037
44eiT--RN6U	84637
pqvwYlaefP8	224324
UdUL92O17kE	241067
iH8mWNKM8xU	2012873
d8jHBC7KUKw	30672
cNVgMk2oLQ4	1022954
Ug-xUfLIivE	129432
FtYkJe9w4eo	142938
7ML5HuZDtw8	163147
FXg1DGfgIq4	633015
G_sXw-9s83Y	102905
LwLaJbNOqYU	2702496
QTdaJHXS8rQ	475734
tw0gG3NV9YE	91822
TyAmmAA7hQc	184952
1yuTJMFGxEw	5269916
0gAfB8YGQlQ	176580
may0wSpC5X0	26085
yLXKqhKaQjc	106067
ZfQgia8y85g	160717
9N0pRm_atEI	129492
R5E_DcitNBI	58503
DmQ4Dqxs0HI	3435475
4E5iJbK1-Lw	106675
MOifIuOhBiA	2284550
T-phq7QKN_I	102911
1D-H_7W6pZs	1246626
4vbDFu0PUew	31912493
yq6_Z7fi0q4	339555
SGMxo7cRi24	76682
FBVrdMAnZpM	582144
RXF9oupPE_E	288915
jCcdH4imZ8o	152981
