fHdU-gzkl-I	ERATOX - Jesteś Mym Nałogiem (Official Video)	2022-04-29T10:01:07Z	10	PT3M25S
_LzE_yWxdqo	wait for it… 😱🤣 #shorts	2022-04-30T17:20:53Z	24	PT22S
kdnoxh8vjLo	Życie z traumą przemocy	2022-05-03T16:54:45Z	22	PT36M8S
760xRU26YNM	PRZERABIAMY POPULARNE HITY MUZYCZNE! (OKI, Mr. Polska, Paris Platynov)	2022-05-03T16:30:01Z	24	PT18M42S
ZF6ILkIzyFo	Wac Toja - KIELISZKI (Official Video)	2022-04-21T13:38:14Z	10	PT2M58S
d0oK0XipfTU	Mój dzień z MotoBiedą i POLONEZAMI - Kickster na odcinie #6	2022-04-28T17:16:17Z	2	PT17M45S
tP0MvwnQr3U	Kinny Zimmer - Jadę nocą na Mazurach 2 ft. Szpaku	2022-04-26T13:00:14Z	10	PT2M34S
rEx-A26tJ58	Beka z 365 dni	2022-04-27T13:49:56Z	24	PT57S
WJojnQkITtg	Marsz czerwony 1 Maja.	2022-05-03T16:00:13Z	24	PT28M40S
tfCTOaou8IU	Misja Futbol #1 | Finał Pucharu Polski, stare koty Ancelottiego, Cash i Zalewski na bokach kadry?	2022-05-02T09:35:22Z	24	PT1H9M57S
t4-Vf6L63Js	День семидесятый. Беседа с @Alexey Arestovych Алексей Арестович	2022-05-04T21:05:53Z	25	PT30M21S
mjtTXlIYnbw	Prawda Finału! Raków deklasuje Lecha! "Drużyna oddaje charakter trenera"...	2022-05-02T21:23:28Z	24	PT1H16M21S
Fw8ZJCRK-sY	ZOBACZCIE MOJE NOWE AUTO	2022-05-01T08:55:13Z	22	PT17M50S
D-Im2mB8btQ	„Broń, której obecnie nikt inny nie ma". Co miał na myśli Putin? | GODZINA Z JACKIEM #58	2022-05-01T07:59:24Z	25	PT1H44M42S
JrrHWYu81iI	WYBACZ MI - Suchary #142	2022-05-03T13:24:15Z	24	PT2M11S
-EnO5IHKDmE	KANAŁ JAPKOMAN - ZŁODZIEJ I MITOMAN	2022-05-03T10:35:11Z	24	PT18M26S
JzTsOwl1nJQ	7. dzień tygodnia w Radiu ZET. Zaprasza Andrzej Stankiewicz!	2022-05-01T08:04:47Z	24	PT55M45S
bFFxJS9Qjnw	150 DNI MINECRAFT HARDCORE vs SPEEDRUNNER!	2022-05-04T16:35:28Z	20	PT21M5S
ETmC5qZIQX8	HIGH League 3 DZIEŃ Z: Denis "Bad Boy" Załęcki	2022-05-03T15:05:17Z	17	PT19M55S
LJenGtkGLeY	rusina - ZEMSTA feat. bary, vkie (🎥: learnhowtohustle/xawito)	2022-04-26T09:59:56Z	10	PT3M56S
xQwQojn9Dcw	UPADEK Balotellego - najbardziej SZALONA KARIERA?	2022-05-02T14:39:20Z	17	PT26M45S
vDHHdq6Cvd0	Dokończ Rysunek	2022-04-26T15:45:02Z	24	PT8M1S
v-PP9dk4DDg	🅽🅴🆆❤️MAJÓWKA 2022/2023!!!✔❤️😍 (MEGAMIX POMPA MAJÓWKA 2022) ❤️ POSŁUCHAJ TEGO SETA!! 💗NAJLEPSZE HITY!	2022-04-29T14:00:33Z	10	PT23M39S
nT3e7zwZJsU	Mentzen odsłania pomnik Morawieckiego	2022-04-29T17:35:46Z	24	PT6M54S
cDV5sVNDDck	JA KONTRA APARAT — problemy nastolatków z urodą | Śmieszne i niezręczne sytuacje od 123GO! CHALLENGE	2022-04-30T15:00:17Z	26	PT9M30S
Q2UIgJfTBOU	rozpłakałam się...	2022-04-26T15:00:12Z	24	PT16M29S
rlt4IQQITlY	Ukraina dostała broń przeciw dronom. Jak działa?	2022-05-01T10:00:33Z	28	PT4M44S
oAyRl0bWRFY	Pan Tadeusz - streszczenie lektury w 9 minut	2022-05-02T09:00:31Z	27	PT8M59S
sQCof2oeUbA	Borixon - Melodyjki (prod. BAHsick)	2022-04-27T13:00:11Z	10	PT2M27S
kB12Q0NU7rA	znajomy od martwych żartów 3 gośc. Kacper Błoński	2022-05-04T15:34:31Z	24	PT3M3S
9cWTQPctB_M	Dziady cz. III - streszczenie lektury w 5 minut	2022-05-03T08:00:02Z	27	PT5M45S
VMbFg7z7VpI	TO BYŁO ZA MOCNE... XD OGLĄDAMY TIKTOKI	2022-05-04T13:00:34Z	24	PT8M3S
GmPWPuZp1sA	MUSIAŁYŚMY WEZWAĆ POLICJĘ *TENERYFA VLOG*	2022-05-04T13:54:11Z	22	PT22M49S
gRl0LJyG92Q	HIGH League 3: I KONFERENCJA	2022-05-04T20:20:07Z	24	PT3H9M57S
R3GjmkuWuuQ	PODRÓŻ DO NETHERU Z CHOMIK ŚWIR ⛏️ Treasure X Minecraft	2022-04-26T16:00:12Z	24	PT11M35S
nVeM3AOY2hM	"Ciał tych pilotów nie pochowamy, użyźnią naszą ziemię". ​Tak wygląda pole bitwy pod Kijowem	2022-04-30T05:19:02Z	25	PT8M36S
KAyvp4FTFUQ	Czego NIE mówią: POLACY 6	2022-04-28T15:58:48Z	24	PT2M33S
bzuDEtAjBPQ	ZDRADZAM MOJEGO FRYZJERA! | POLEROWANIE WŁOSÓW	2022-04-29T17:21:53Z	22	PT19M24S
pz14QTJrito	365 Dni, czyli ten dramat powraca?	2022-04-29T10:56:31Z	24	PT14M35S
kA81LzzdDGw	CRAZY Real Madrid DRESSING ROOM after reaching CHAMPIONS LEAGUE FINAL!	2022-05-04T23:56:08Z	17	PT3M1S
7zq34_ZGsqY	REAKCJA VITO NA JEGO POSTAĆ W TOCA BOCA!😂*z kamerą*| Vito i Bella	2022-05-02T14:47:40Z	20	PT12M50S
IajEJAOpbzI	FREESTYLE NA MISTRZOSTWACH POLSKI W POEZJI	2022-04-28T15:58:00Z	22	PT10M14S
BH1XO-lbgw4	Kończymy blacharkę i stawiamy AMG na koła! | Mercedes CL55 AMG	2022-04-25T16:00:07Z	2	PT25M7S
Q0ROOgIWc04	JAK POWSTAŁA PIOSENKA PALION "GRA"! (dzień z PALIONEM)	2022-05-02T18:00:13Z	24	PT22M10S
1M9A2LwmCYo	Kacper HTA - Hip Hop 4 Ukraine prod. Druid	2022-04-29T09:06:58Z	10	PT3M7S
CA7_BMEJz3U	PIĘKNI I MŁODZI Magdalena Narożna - Gorący Wiatr (Eyo Eyo) (Oficjalny teledysk)	2022-04-29T14:00:12Z	10	PT3M21S
FIBaJilCGL0	WRACAM na STRONĘ PALIONOWA w Minecraft!	2022-04-29T16:30:04Z	20	PT18M16S
m9gUuGqHsFs	Każdy z nas się od TEGO uzależnił:	2022-04-28T16:51:52Z	22	PT37S
F0fMoqY9qI0	Samsung vs iPhone  - Which one survives a BOWLING BALL?	2022-04-29T09:40:45Z	28	PT58S
NbH10unWiV8	Terenowe testy Toyoty Grzegorza Dudy	2022-05-03T17:00:07Z	2	PT12M27S
cQFin1k1hQ4	EKIPA VS GENZIE W TABOO!	2022-04-24T13:57:46Z	22	PT13M12S
_-UT5mrGtb4	ile zarobię MAGNESEM w 24H!	2022-04-27T12:01:02Z	24	PT8M15S
rJmFVWGkgxA	PLAYBOYS - Tak już zostanie (Oficjalny teledysk)	2022-04-27T15:00:12Z	10	PT3M54S
GxkcwtT4bh0	DiscoBoys - Niebieskie Oczy (Official Video)	2022-04-21T16:00:13Z	10	PT3M19S
MFexmKGDr08	LETNI- "La KIEŁBA" (SB Maffija- Lawenda PARODIA)	2022-04-29T16:18:44Z	10	PT3M38S
MFJXVifOwJM	WYJAŚNIAM OLEJNIKA, WIELKI WŁODARZ MNIE OCZERNIA	2022-05-02T15:30:03Z	24	PT12M11S
jeVqPpWlPxg	BTS (방탄소년단) ‘Proof’ Logo Trailer	2022-05-04T15:02:57Z	10	PT5M21S
44eiT--RN6U	TAKI WYGLĄD WASZ GENERACJA Z	2022-05-04T11:07:55Z	22	PT31M3S
pqvwYlaefP8	KUPILIŚMY DOM MARZEŃ	2022-05-04T16:57:18Z	22	PT21M13S
UdUL92O17kE	#140 Przez Świat na Fazie - Malowidła naskalne w Lass Geel | SOMALIA |	2022-05-01T09:57:38Z	19	PT23M3S
iH8mWNKM8xU	Married to the Met | Get Ready for the Met Gala with Me	2022-05-04T19:11:04Z	22	PT9M11S
d8jHBC7KUKw	Małpa - Kundel (prod. Steve Nash x Małpa)	2022-05-04T11:58:21Z	10	PT3M51S
cNVgMk2oLQ4	Young Leosia - Rok Tygrysa (prod. Broke Boys)	2022-04-27T11:00:17Z	10	PT2M21S
Ug-xUfLIivE	Wyzwanie z Dekorowaniem Ciasta #1 od Multi DO Challenge	2022-04-25T14:00:12Z	22	PT20M6S
FtYkJe9w4eo	Pal Hajs TV - 154 - Nalewka z Pędów Sosny	2022-04-29T09:58:47Z	19	PT1H30M10S
7ML5HuZDtw8	Popkillery 2022 - IV gala wręczenia nagród Hip-Hopowych | LIVE	2022-04-26T21:09:13Z	10	PT3H35M31S
FXg1DGfgIq4	Małpa - Pamiętaj kto 2 (prod. Czarny HIFI, skrecze The Returners)	2022-04-22T12:58:30Z	10	PT3M18S
G_sXw-9s83Y	Minecraft, ale zamknęli mnie w pudełku 3x3x3	2022-04-30T07:00:13Z	20	PT24M45S
LwLaJbNOqYU	Білоруські ультрас за Україну/ Хацкевич розносить лукашенка/ війна в режимі тік-ток	2022-04-29T09:30:09Z	17	PT1H25M31S
QTdaJHXS8rQ	Za 70 tys. zł kupił dom z działką. Ruinę zmienił w przepiękny dom. Pomysł na Dom #40	2022-04-29T16:00:11Z	26	PT11M50S
tw0gG3NV9YE	Przemyślenia Niekrytego Krytyka: DLACZEGO JA? vol 15	2022-05-02T14:59:32Z	24	PT22M15S
TyAmmAA7hQc	Zawieszenie gotowe, więc czas na RODEO! | Mercedes CL55 AMG	2022-05-02T17:35:15Z	2	PT35M25S
1yuTJMFGxEw	Артур Смольянинов: «Вся его жизнь — это спецоперация» // «Скажи Гордеевой»	2022-04-28T14:59:51Z	22	PT1H41M47S
0gAfB8YGQlQ	DYM KNF - PULS prod. Phono CoZaBit skrecze DJ HWR	2022-04-28T14:00:22Z	10	PT3M25S
may0wSpC5X0	DEYS - ZOOM	2022-05-04T11:48:11Z	10	PT3M47S
yLXKqhKaQjc	TO JACHT RONALDO ZA 10 MLN $ 😱 #shorts	2022-05-03T14:45:24Z	17	PT22S
ZfQgia8y85g	"Nie chciałam umierać na scenie". Dlaczego zniknęła z filmów? Elżbieta Zającówna	2022-04-30T08:03:01Z	22	PT20M9S
9N0pRm_atEI	MIKROSKOPOWA konfrontacja jednorazówek! 10 ostatnich filmów AdBustera (cz. 2)	2022-04-30T19:01:37Z	24	PT11M29S
R5E_DcitNBI	NOWY KOSMICZNY UPDATE NA BROOKHAVEN RP	2022-04-29T18:00:08Z	20	PT12M38S
DmQ4Dqxs0HI	AI Learns to play JUMP KING	2022-04-30T15:16:44Z	27	PT27M12S
4E5iJbK1-Lw	Waldemar Kasta ft. Sarius - Delirka	2022-04-29T09:59:59Z	10	PT3M46S
MOifIuOhBiA	День шестьдесят девятый. Беседа с @Alexey Arestovych Алексей Арестович	2022-05-03T19:44:56Z	25	PT39M30S
T-phq7QKN_I	JEDNAK NIE BUDUJEMY DOMU 🫠😥 | JDabrowsky i Sylwia Przybysz	2022-04-29T12:02:59Z	22	PT11M46S
1D-H_7W6pZs	B.R.O - Jeszcze Będzie Pięknie	2022-04-24T09:59:29Z	10	PT3M22S
4vbDFu0PUew	LE SSERAFIM FEARLESS OFFICIAL M/V	2022-05-02T08:58:13Z	10	PT3M3S
yq6_Z7fi0q4	Czy kupiłem Nissana Skyline R34? | Co z Mazdą RX7? Jakie są szanse na wygranie Nissana? Q&A!	2022-05-04T12:00:29Z	22	PT21M3S
SGMxo7cRi24	Czy Rosja ZBANKRUTUJE ?	2022-04-30T07:00:15Z	27	PT56M50S
FBVrdMAnZpM	SZOKUJĄCA INFORMACJA NA TEMAT PUTINA	2022-04-23T17:57:00Z	27	PT23S
RXF9oupPE_E	Ciumkaj loczki: TRUDNE SPRAWY 90	2022-05-01T10:00:11Z	24	PT47M41S
jCcdH4imZ8o	zapomnieliśmy o jej urodzinach...	2022-04-30T09:00:20Z	24	PT15M33S
DgCTlhAqGjQ	Bliźniaczki - Bliźniaczki dwie (Oficjalny teledysk)	2022-04-28T13:00:11Z	10	PT3M20S
enZxKJnMzRA	Czy Rosja użyje broni jądrowej? Jak odpowie Zachód? - Jacek Bartosiak i Piotr Zychowicz	2022-04-27T18:00:12Z	22	PT1H16M24S
3PXENu6PvkQ	kukon - nowy dom	2022-05-01T18:16:37Z	10	PT3M2S
rJYPadEC_PM	Motywy na maturę z polskiego 2022  z lektur, jakie mogą być na maturze. Zapis wydarzenia z Maturalni	2022-04-27T06:00:09Z	27	PT48M9S
