_LzE_yWxdqo	wait for it… 😱🤣 #shorts	2022-04-30T17:20:53Z	24	PT22S
SFQzjHRutGk	SURVIVOR 96. BÖLÜM FRAGMANI | İNANILMAZ ANLAR! @Survivor Türkiye ​	2022-05-04T21:06:47Z	24	PT1M40S
ZgmQBtQSyB8	Şampiyon Trabzonspor! Bitiş düdüğüyle yaşanan anlar #shorts	2022-04-30T19:53:38Z	17	PT24S
uC7A1jtbC6k	MODE XL - PURPLEHEJ (3. Sezon 8.Bölüm)	2022-05-01T18:00:26Z	10	PT30M32S
bf3R9J-Uv7g	Gözler Yalan Söylemez	2022-04-29T00:11:59Z	10	PT2M14S
Im-hm_i_1qc	KONSEYDE OLAY TARTIŞMA! | Survivor All Star 2022 - 95. Bölüm	2022-05-03T22:47:58Z	24	PT22M22S
66DH_mrLpIs	VARYAG: ‘Nereden Nereye’ Dedirten Bir Hikaye! ‘Hurda’dan Savaş Gemisine	2022-05-01T13:05:32Z	25	PT6M11S
gSva10cuutQ	Hawaii vlog	2022-05-02T09:00:18Z	22	PT6M26S
jjY3LDm7AQw	(اكبر لعبة مونوبولي بفلوس حقيقية مع اليوتيوبرز (الفائز يربح 10,000 درهم	2022-05-02T18:00:27Z	22	PT15M42S
6vvQ40PcO3g	TikTok Makyaj Hilelerini Test Ettim!	2022-04-29T17:34:53Z	22	PT28M17S
W53teWfNYaw	Avrupa hayali, Terim ve Torrent yorumları, FB ve Barça maçları | Kerem Aktürkoğlu | Baş Başa #1	2022-04-28T15:30:57Z	22	PT31M44S
acMC7bTVcY8	[EPISODE] ‘That That (prod. & ft. SUGA of BTS)’ MV Shoot Sketch - BTS (방탄소년단)	2022-05-04T10:00:05Z	10	PT7M38S
QFwhndKTp00	Katarsis- Gülseren Budayıcıoğlu : “Ben Erken Büyümek Zorunda Kalmış Bir Çocuğum.”	2022-04-27T15:00:13Z	22	PT56M47S
cI3wnPlMZM4	Sinan'ın Evini Yıkadık (Bayram Temizliği)	2022-05-04T12:00:18Z	24	PT17M53S
Mc0OOzZysWg	4 yılımı çaldılar, Futbolu bırakmayı düşündüm, Harry Potter sevinci | Kerem Aktürkoğlu | Baş Başa #2	2022-04-28T15:31:01Z	22	PT27M27S
JQ5ms_kurOo	Üç Kız Kardeş 11. Bölüm Fragmanı - 10 Mayıs Salı	2022-04-26T21:19:26Z	22	PT1M7S
1PUWh-mKR24	Villarreal - Liverpool (2-3) Maç Özeti | Şampiyonlar Ligi Yarı Final 2. Maç	2022-05-03T21:27:57Z	17	PT9M31S
sVE18ZdFtPM	[TR] 2022 PMPL Turkey Finalleri 3. Gün | Bahar | PUBG MOBILE Pro League 2022	2022-05-01T22:49:11Z	20	PT5H2M46S
