_LzE_yWxdqo	10671381	10944809
oq3XzVsARVQ	215137	287769
EgtAN-7VzxM	277816	281867
r_RcQ5959t8	318587	381748
uswbU5yGcTs	94164	107928
f60fpQMIdxA	63938	69497
8le_FFz1-uI	382740	383671
XdLZrfFiajw	152248	155938
sVL1qeIXXBg	59957	72526
Afmz_B-ZhcE	170512	173595
e-euwzBU7yc	370935	384593
t4-Vf6L63Js	1647567	1791498
bFeC5UBtLZs	1254104	2151983
64Yh8JkGuqc	249699	254081
4pnc9F_bc7Y	346478	350618
1sPPxTwkcno	87100	89236
wt8gNb3tSEU	94335	99921
_JPsTvnc43U	220892	228658
r5n1GCY-nYQ	5621749	6177203
DDY6KjQCMoQ	10243159	11043140
ZkzNAhppysE	2175248	2290325
uBDxPRi0OoU	471603	933773
LqtwJRgAo7c	25839	31146
RKLuD3zPi_s	34842	36536
iPyxXX1EOmI	512990	593076
wgqPKrU8Z54	156363	183947
u8bRv8VHePQ	98220	105828
nEc-uwLVOCg	208607	221532
qo-NO-bFfzE	19743	20325
E4eUX_KJYDQ	607130	610030
ONAfRcquz_k	20966	21708
g88DHXCtEzw	286010	287527
CXYAxBwGVaY	27739	30361
0rsIRMbNLxI	71456	85772
TW5K4u6IZq8	172899	182752
kA81LzzdDGw	2576643	3368959
K8SYEIBmSPg	356351	376590
P6Ps7MYB2bI	823091	863123
m96Tk1IeqPc	120011	120233
nyEL4gEuC8g	30778	31305
PcFC-Eek0E4	182337	190777
9MhICC9iSkM	44977	47973
Shgz5SkFqH4	1797255	1886213
3w9LY_7oKiI	207046	225693
W6fPYXJ-Zro	1641478	1728981
0B9GbMDZC6k	86117	126776
l58K4N4QECs	326917	350866
7P2xj3j5RWc	257753	265358
OZkvm0wem0s	523627	757624
fFFGdJCy7Sc	95478	100334
uGzDKU7gxho	2328062	2433533
Klmparbq4hQ	1904321	1932366
WQbb2PBBVNM	292698	308942
jeVqPpWlPxg	5286037	5876518
xwkdFxYbdDE	515891	534327
a8DssxNUIU0	286521	294216
TVzPx7geWY4	237046	350616
q7qpAhPAyag	182846	211822
d9RkYL35MJE	152151	158654
iH8mWNKM8xU	2012873	2705990
JrcBrCSZbZ0	485866	623880
5Z3ZC3Xqo4g	300327	533051
oO2A5dHzeIc	178253	187689
JMdr5imKtPk	652244	663152
a2-KCKHTrC8	89582	96008
L7D8PKNsZ3Y	72477	89716
TPoMuSdbL90	760353	784942
BMRUFaqTMlI	1050857	1053759
kY5UcheqBg4	295578	301484
WIjyPNvlKcY	996778	1069834
VOy-koBLg98	222041	433336
-Q-ZpoATlpI	373965	400724
cUbzWjNqtmo	2124482	2187011
MOifIuOhBiA	2284550	2297209
WhIfGDvXghQ	99814	101540
mD2iDUoCxt0	253729	266734
5BiMGHyv3WI	37748	40363
4vbDFu0PUew	31912493	33137969
scZgPT3h4uY	233258	245048
_HlOyG1HxEI	346101	346815
DuDmanjlXLo	195495	217537
3_zu-BUdywI	134832
PozSoxA1HtY	47410	48796
0ue7A9x_K5Q	132088	140456
aa6NTDLX5Og	119659	122953
6eN_roYUYQU	3930332	4167069
x-e-Erg5irA	1381232	1484630
Q0HtPG3mGwM	405842	415435
iW6PL6cOVT0	590305	607386
jkD9prp1Ii4	2283644	2474511
9Rrn7O9UZ7Q	1162010	1262364
5rjG1ueu8yI	116078	119562
0Ki_9jyEV-M	798488	825751
pddwfGgNWPo	596299	892868
oSwZ_BckDvc	9810856	10166231
8_zu0DhhDx8	789989	794089
x6TUvi62RX0	236871	243729
tCi7kETPiwE	48853	62955
vACuHOjNHqc	103373	114054
zApoZo9jMMA	28907	29256
tkaYmeVuN8U	427880	454139
79utzs9G8ng	763306	764185
34lTojoqWnc	65087	72681
npY9YabttUc	1211128	1324472
U7l_PRD23fg	146668	148560
qIqH2bH8l_s	48455	52072
olfLL5HXm7o	178111	223955
4ISzRc5sdTI	45041	47856
sCAluJdxOCI	2421426	2910046
xpPTPDvBl_o	301121	310679
vjhbxxTYkpw	1821032	2379458
3EfsjmjBDLk	102530	116664
62UczCGW-nE	17713	18775
4OlfFWDN4C4	1857933	2022685
Yx3K3g4CtoQ	1825206	1952074
UxV-aZn1jWM	110648	126392
h0O_Y8pUu_o	307938	322327
gtpAeH3QiiU	128130	133612
nmjcQGEqcFU	2829468	2860372
M6ilVXRQbVk	1161495	1171166
O--o-O-ABBw	2290794	3680664
Yz9lQUtZPIE	31882	33278
Lz5dWN59J4I	1507118	1627749
Vi_j_nMlBAs	269393	284664
hibTeDRLhCc	2564594	2622143
Y1jNEca245I	268175	291601
f8rUT4vpmuo	638353	655698
Vfv9Qky427Q	1818859	1951809
ebatweUrQws	753387	780379
lyJqXb8Nj-I	1722699	1812009
7YQWDCSFAJU	3879790	3963978
kJ8Ivw1D8_U	180208	183524
xwgQoGCKD3g	1590843	2279946
tWI1jwUgHvI	84026	87377
PmHFwUsB0o8	373399	377314
YVGcUkq1ejA	366075	452687
iPtGWfk6CMQ	140915	153188
OJ2B4Fb7xQQ	2467051	2683571
9zCDnL78OAc	376636	409295
65DFQ8apFiE	502037	516642
nTr-rLqnZ8M	303681	323458
yoVYmkV5nog	165330	169768
52c09ISIBpo	94739	114549
IT_E2UzlCTk	119066	143333
heayyMyhSGU	2793421	2921900
zdBthc6fCk4	5971979	6076700
8dJyRm2jJ-U	87149121	92856134
qkMYrBBHyBk	289743	301422
yBUEZu68lUk	307459	349759
iE-6ERWjBoo	864314	884070
1PhdK2tEppU	288725	293373
2DouqYU3zJM	150493	186966
NJShXKpJFCE	466217	468432
iYai9I8Xx_E	5947673	6162442
d0Vb_pSagaM	152554	156438
d-55W-P2iA8	30391	37237
cOIZqTMiqMs	668876	701802
5yVlh1NN3S8	278904	291859
O4AIb5hk3Ag	105694	113617
4ExGM0oAQJU	84786	108889
gcu_MlhKUhM	93219	98376
YnfthNCArDs	106049	114444
8beo6XADTe8	84656	94829
7OPg-ksxZ4Y	2562591	2684503
5RRQ7O6GDxc	36257	37041
OPkOHJm66HQ	260558	297476
o4BVGoLWWJY	87511	90910
gC7BZ9XOs3I	47190	47942
Stn3d7O0uaQ	19263	25211
4p4EINQrH14	31547	40347
YviK69DbOa4	203500	218028
kBArlifCKgo	559981	586650
kfDYcSqUSCs	26302	31050
lYFXeeH4088	263767	275937
QxjQ0a5HQkk	320611	346579
clH-edVJna0	17047	17916
bLJNqb_pNPc	278543	288330
WuLuF6EsvdY	622464	735034
lFpyxjG7lDg	1586360	1696163
g9g9Y3BgYMQ	3843161	3866644
GV3r5B7r6fI	108488	111002
ONj9cvHCado	8588970	8835259
vx4St4tG7jg	43077	49011
SS0YY95DhbA	19921	22587
rmpTkRnvMyM	1972023	1975718
7Q1GLUBnvY8	2701145	3372812
OKmaTbaucOc	68759	70726
dzRznq4WUtI	139074	145237
eei2wEcpUtg	59518	73771
d-2oXBvt4TM	166653	174699
4UXuYozcBDY	213068	235344
t8d_IuU2WQg	108720	121092
oJBPpyp-0a8	72122	72972
pLWgUtkm3BQ	381875	405183
6IEW4co4MIE	23373442	25551007
YnveTy-6Dkg	121323	141957
DOZmiSQos7U	554383	563846
3ZmxHPHvna4	436495	459756
6N22wYwItDs	297540	346273
FHRuvvE4nKI	1187085	1227162
